carat,cut,clarity,depth,table,price,E,F,G,H,I,J,cube
0.4,2,4,62.0,54.0,1125,1,0,0,0,0,0,66.69891
0.4,3,4,60.4,59.0,1125,1,0,0,0,0,0,66.168284
0.4,3,4,60.3,58.0,1125,1,0,0,0,0,0,67.0944
0.4,3,4,62.8,59.0,1125,1,0,0,0,0,0,63.136531999999995
0.4,2,4,62.6,56.0,1125,1,0,0,0,0,0,64.804656
0.4,3,4,62.5,58.0,1125,1,0,0,0,0,0,65.082192
0.4,2,4,62.3,56.0,1125,1,0,0,0,0,0,65.498202
0.4,3,4,62.4,54.0,1125,1,0,0,0,0,0,65.998875
0.4,3,4,60.5,61.0,1125,1,0,0,0,0,0,63.986208000000005
0.4,3,4,61.2,59.0,1125,1,0,0,0,0,0,65.15487999999999
0.4,3,4,61.8,55.0,1125,1,0,0,0,0,0,65.828896
0.4,2,4,62.2,55.0,1125,1,0,0,0,0,0,66.27824
0.4,2,4,61.7,55.0,1125,1,0,0,0,0,0,65.96836400000001
0.5,3,3,59.9,60.0,1125,0,1,0,0,0,0,83.76847199999999
0.4,2,5,60.5,57.0,1125,0,0,0,0,0,0,66.03072
0.61,4,3,58.1,63.0,1125,0,0,0,0,0,1,102.59871999999999
0.5,3,2,60.7,58.0,1125,0,0,0,0,0,1,81.526473
0.36,2,7,61.0,56.0,1126,0,0,0,0,0,0,58.989560000000004
0.42,2,1,61.6,56.0,1126,0,0,0,1,0,0,70.476692
0.39,3,7,59.5,58.0,1126,1,0,0,0,0,0,63.985734
0.5,2,3,61.0,57.0,1127,0,0,1,0,0,0,82.69303500000001
0.53,2,2,61.6,56.6,1127,0,0,0,0,1,0,86.79807900000002
0.45,1,4,64.1,58.8,1127,0,0,1,0,0,0,71.933346
0.53,1,3,63.0,60.0,1127,1,0,0,0,0,0,84.837242
0.39,0,1,57.1,61.0,1127,0,0,1,0,0,0,65.290008
0.56,2,3,61.0,57.0,1127,0,0,1,0,0,0,92.3286
0.5,4,2,61.4,63.0,1128,1,0,0,0,0,0,80.51472
0.4,2,6,61.7,57.0,1128,0,1,0,0,0,0,65.4664
0.4,2,6,61.5,56.0,1128,0,1,0,0,0,0,65.881332
0.4,4,7,62.0,61.0,1128,0,0,0,0,0,0,64.77728
0.51,1,5,61.8,65.0,1128,0,0,0,1,0,0,79.408368
0.51,2,3,61.3,61.0,1128,1,0,0,0,0,0,83.22142500000001
0.54,4,5,63.0,57.0,1129,0,0,0,0,0,1,88.079739
0.45,4,5,61.8,58.0,1129,1,0,0,0,0,0,73.58624
0.39,3,7,61.1,59.0,1129,1,0,0,0,0,0,63.887615999999994
0.33,3,6,61.8,58.0,1129,0,0,0,0,0,0,53.21316
0.33,2,1,61.9,57.0,1129,1,0,0,0,0,0,53.77113000000001
0.33,3,1,60.8,58.0,1129,1,0,0,0,0,0,54.469088000000006
0.39,2,6,61.4,54.0,1129,0,1,0,0,0,0,64.46990000000001
0.51,2,3,61.5,55.0,1129,0,0,1,0,0,0,84.997584
0.51,1,3,63.6,54.0,1129,0,0,1,0,0,0,82.60588
0.43,2,1,62.0,55.0,1129,0,0,0,0,1,0,70.2765
0.43,3,1,61.2,58.0,1129,0,0,0,0,1,0,70.004088
0.43,2,7,61.9,55.0,1129,0,0,1,0,0,0,70.5672
0.43,2,7,60.9,57.0,1129,0,0,1,0,0,0,70.58205000000001
0.43,2,7,60.1,57.0,1129,0,0,1,0,0,0,70.444752
0.43,3,7,62.3,60.0,1129,0,0,1,0,0,0,69.549
0.43,3,7,62.2,55.0,1129,0,0,1,0,0,0,69.84119999999999
0.43,2,7,61.4,55.0,1129,0,0,1,0,0,0,70.239792
0.43,3,4,62.5,58.0,1129,0,1,0,0,0,0,69.78083
0.43,3,4,61.0,57.0,1129,0,1,0,0,0,0,70.292772
0.43,3,4,59.9,58.0,1129,0,1,0,0,0,0,70.87663799999999
0.43,3,4,62.2,61.0,1129,0,1,0,0,0,0,68.36865
0.43,3,5,60.7,58.0,1129,0,0,0,0,0,0,69.67664
0.43,2,5,60.7,57.0,1129,0,0,0,0,0,0,71.163576
0.43,3,5,60.2,59.0,1129,0,0,0,0,0,0,70.82832
0.43,2,5,61.8,56.0,1129,0,0,0,0,0,0,69.232254
0.43,2,5,62.0,55.0,1129,0,0,0,0,0,0,70.1298
0.3,3,1,62.1,59.0,1130,0,0,0,0,0,0,48.72667799999999
0.51,1,3,63.3,56.0,1130,1,0,0,0,0,0,84.011008
0.34,2,7,61.8,55.0,1130,0,0,0,0,0,0,55.147008
0.33,2,6,61.3,56.0,1130,1,0,0,0,0,0,54.180671999999994
0.33,2,6,61.6,55.0,1130,1,0,0,0,0,0,54.25857600000001
0.5,2,4,61.9,54.0,1130,0,0,0,0,1,0,84.013056
0.46,2,2,61.1,55.0,1130,0,0,0,1,0,0,75.94408499999999
0.48,1,5,60.3,60.7,1130,0,0,1,0,0,0,79.121196
0.41,3,6,60.0,61.0,1130,1,0,0,0,0,0,67.13701200000001
0.42,4,7,61.6,59.0,1131,0,1,0,0,0,0,69.66405599999999
0.43,3,4,62.3,58.0,1131,1,0,0,0,0,0,68.88840400000002
0.39,4,1,60.8,55.0,1131,0,1,0,0,0,0,65.204469
0.54,1,2,59.4,65.0,1131,0,0,0,1,0,0,86.75796599999998
0.36,2,7,61.0,55.0,1131,1,0,0,0,0,0,59.71812
0.56,2,5,61.4,56.0,1131,0,0,0,0,0,1,92.896776
0.51,2,5,62.1,54.0,1131,0,0,0,0,1,0,84.277248
0.36,2,4,61.7,55.0,1131,0,0,0,0,0,0,59.62244
0.3,2,1,60.7,56.0,1131,0,1,0,0,0,0,50.49044999999999
0.38,2,4,62.1,55.0,1131,0,1,0,0,0,0,62.354062000000006
0.53,3,2,59.4,60.0,1132,0,0,0,1,0,0,85.99468800000001
0.53,1,2,63.7,55.0,1132,0,0,0,1,0,0,86.22336000000001
0.53,4,3,62.5,57.0,1132,0,1,0,0,0,0,84.804027
0.42,2,7,62.0,55.0,1132,0,0,0,0,0,0,69.608396
0.42,2,7,61.7,57.0,1132,0,0,0,0,0,0,68.71392
0.42,2,4,61.8,56.0,1132,0,0,0,0,0,0,70.04134800000001
0.42,3,7,59.6,59.0,1132,0,0,0,0,0,0,71.45376
0.53,1,2,63.9,55.0,1132,0,0,0,1,0,0,88.03278
0.53,4,3,60.5,60.0,1132,0,1,0,0,0,0,85.502655
0.53,2,3,59.9,57.0,1132,0,0,1,0,0,0,87.927
0.58,2,2,62.2,54.0,1132,0,0,0,0,1,0,96.31390999999999
0.4,4,7,60.8,56.0,1133,0,0,0,0,0,0,67.27563200000002
0.47,4,2,62.8,56.0,1133,0,0,1,0,0,0,76.048208
0.5,4,2,59.3,58.0,1133,0,0,1,0,0,0,84.03440400000001
0.5,4,2,60.9,61.0,1133,0,0,0,1,0,0,81.04349
0.34,2,6,61.7,56.0,1133,0,0,0,0,0,0,55.147008
0.38,2,4,62.2,54.1,1133,1,0,0,0,0,0,62.22025500000001
0.34,2,6,61.7,57.0,1133,0,0,0,0,0,0,56.419543999999995
0.34,2,6,61.5,56.0,1133,0,0,0,0,0,0,55.51739999999999
0.34,2,6,62.4,55.0,1133,0,0,0,0,0,0,55.74559500000001
0.55,2,5,60.4,58.0,1133,0,0,0,0,0,1,90.678006
0.54,2,3,61.8,54.0,1133,0,0,1,0,0,0,88.96230000000001
0.54,2,3,61.8,54.0,1133,0,0,1,0,0,0,89.9184
0.54,2,3,62.3,58.0,1133,0,0,1,0,0,0,86.83532
0.31,2,1,61.9,56.0,1133,1,0,0,0,0,0,51.32565
0.31,3,1,61.0,59.0,1133,1,0,0,0,0,0,51.104867999999996
0.41,4,7,63.1,58.0,1133,1,0,0,0,0,0,67.0358
0.57,0,2,65.8,58.0,1133,0,1,0,0,0,0,89.9028
0.55,3,3,58.4,61.0,1134,1,0,0,0,0,0,88.965864
0.55,2,2,61.3,55.0,1134,0,0,0,0,1,0,92.09173999999999
0.55,2,2,61.7,55.0,1134,0,0,0,0,1,0,91.85397299999998
0.55,2,2,61.5,54.0,1134,0,0,0,1,0,0,92.37423
0.55,1,5,64.1,54.0,1134,0,0,0,0,0,1,89.86937400000001
0.63,1,2,59.9,64.0,1134,0,0,0,0,0,1,105.55574399999999
0.58,2,3,62.0,57.0,1134,0,0,1,0,0,0,93.39494999999998
0.5,2,4,61.4,58.0,1134,0,0,0,0,0,1,82.41219
0.7,1,0,56.5,57.0,1134,0,0,0,1,0,0,116.497386
0.7,0,0,64.9,59.0,1134,0,1,0,0,0,0,111.39521400000001
0.5,0,4,67.1,58.0,1134,0,0,0,1,0,0,79.71678
0.5,0,4,66.6,58.0,1134,0,0,0,1,0,0,78.10307999999999
0.5,0,2,65.3,58.0,1134,1,0,0,0,0,0,79.137907
0.7,1,0,63.8,60.0,1134,0,1,0,0,0,0,108.81252
0.43,2,7,60.8,57.0,1135,1,0,0,0,0,0,70.87311000000001
0.54,4,2,63.2,57.0,1135,0,0,0,0,1,0,88.349096
0.45,2,7,61.2,56.0,1135,0,0,1,0,0,0,73.547872
0.42,2,1,61.0,56.0,1135,0,0,0,1,0,0,67.647254
0.4,1,7,60.2,63.0,1135,0,0,0,0,0,0,65.29823999999999
0.4,2,6,61.9,56.0,1136,0,0,0,0,0,1,66.97857000000002
0.47,2,5,61.7,57.0,1136,0,0,0,1,0,0,77.55807300000001
0.42,2,2,61.6,56.0,1136,0,0,1,0,0,0,69.80799
0.5,1,2,65.5,56.0,1136,1,0,0,0,0,0,79.22124000000002
0.5,0,4,66.3,55.0,1136,0,0,0,1,0,0,77.31482400000002
0.36,2,1,62.2,55.0,1137,0,1,0,0,0,0,60.38432400000001
0.55,1,2,63.3,54.0,1138,1,0,0,0,0,0,90.364324
0.5,3,2,63.0,56.0,1138,0,0,1,0,0,0,80.935452
0.36,2,1,61.4,55.9,1138,0,1,0,0,0,0,59.670072
0.52,1,3,61.8,58.0,1138,0,0,0,0,0,0,86.46359700000001
0.7,0,0,65.3,59.0,1138,0,0,1,0,0,0,107.70429999999999
0.5,1,2,60.2,64.0,1138,0,0,1,0,0,0,78.55091999999999
0.52,3,2,61.6,57.0,1138,0,0,0,1,0,0,85.4282
0.4,1,4,63.8,57.0,1138,1,0,0,0,0,0,66.41040000000001
0.7,3,0,61.6,56.0,1138,0,0,1,0,0,0,114.94207999999999
0.7,3,0,59.7,59.0,1138,0,0,1,0,0,0,108.762048
0.7,0,0,62.1,66.0,1138,0,0,0,1,0,0,105.57772799999998
0.4,4,6,62.3,55.0,1139,0,0,0,1,0,0,66.55819500000001
0.51,2,3,61.1,56.0,1139,0,1,0,0,0,0,85.551326
0.46,3,4,63.0,57.0,1139,0,1,0,0,0,0,72.260982
0.36,4,6,61.4,56.0,1140,1,0,0,0,0,0,60.14316
0.51,4,5,63.3,56.0,1140,0,0,0,0,1,0,81.02982799999998
0.76,0,0,64.5,57.0,1140,0,0,0,1,0,0,124.396992
0.31,2,6,60.7,57.0,1140,0,1,0,0,0,0,51.690933
0.31,2,6,60.6,56.0,1140,0,1,0,0,0,0,52.475472
0.32,2,6,61.5,56.0,1140,1,0,0,0,0,0,53.817855
0.5,2,2,62.2,57.0,1140,0,0,0,1,0,0,81.547908
0.5,2,2,62.4,56.0,1140,0,0,0,1,0,0,81.805971
0.5,2,2,62.1,58.0,1140,0,0,0,1,0,0,80.235792
0.5,2,2,62.5,57.0,1140,0,0,0,1,0,0,81.48421599999999
0.5,2,2,62.0,56.0,1140,0,0,0,1,0,0,82.02980800000002
0.53,1,3,57.9,58.0,1140,1,0,0,0,0,0,89.51388599999999
0.38,2,4,62.5,56.0,1140,0,0,0,0,0,0,63.056208
0.32,2,6,61.8,56.0,1140,0,0,0,0,0,0,52.658928
0.32,2,6,61.5,57.0,1140,0,0,0,0,0,0,53.817855
0.32,2,6,61.8,56.0,1140,0,0,0,0,0,0,52.658928
0.32,2,6,61.3,57.0,1140,0,0,0,0,0,0,52.39026
0.32,2,6,61.9,56.0,1140,0,0,0,0,0,0,51.870484
0.38,2,4,62.2,57.0,1140,0,0,0,0,0,0,62.354062000000006
0.32,2,6,61.7,55.0,1140,0,0,0,0,0,0,53.454492
0.38,2,4,62.0,55.0,1140,0,0,0,0,0,0,62.75692799999999
0.38,2,6,61.6,57.0,1140,0,0,1,0,0,0,63.56410500000001
0.38,3,4,61.9,60.0,1140,0,0,0,0,0,0,61.788804
0.38,3,4,62.4,59.0,1140,0,0,0,0,0,0,61.33823999999999
0.64,1,0,57.3,64.0,1140,0,1,0,0,0,0,107.3134
0.38,3,4,61.2,58.0,1140,0,0,0,0,0,0,61.75494
0.52,3,4,59.6,60.0,1141,0,0,0,0,1,0,81.581566
0.52,4,5,60.7,56.0,1141,0,0,0,0,0,1,85.77409200000001
0.53,3,3,60.5,60.0,1141,1,0,0,0,0,0,86.269264
0.53,1,3,63.4,56.0,1141,1,0,0,0,0,0,87.670464
0.53,1,3,63.2,54.0,1141,1,0,0,0,0,0,87.57190800000001
0.55,4,2,60.7,56.0,1141,0,0,1,0,0,0,93.0202
0.33,2,6,61.8,55.0,1141,0,1,0,0,0,0,54.45660000000001
0.52,2,5,61.6,57.0,1141,0,0,0,0,0,1,85.42947600000001
0.64,1,3,64.7,54.0,1141,0,0,0,0,0,1,102.43695
0.5,1,3,57.1,63.0,1141,0,0,0,0,0,0,82.6863
0.5,3,2,60.2,61.0,1141,0,0,0,1,0,0,82.21943999999999
0.5,0,3,65.2,57.0,1141,1,0,0,0,0,0,78.418592
0.4,4,6,63.8,56.0,1142,1,0,0,0,0,0,66.2688
0.42,2,7,62.1,55.0,1142,0,1,0,0,0,0,68.658902
0.42,3,7,59.6,59.0,1142,0,1,0,0,0,0,67.83928200000001
0.42,2,7,61.1,57.0,1142,0,1,0,0,0,0,68.81996000000001
0.42,2,7,60.6,57.0,1142,0,1,0,0,0,0,68.49461
0.42,3,7,61.7,59.0,1142,0,1,0,0,0,0,68.19721600000001
0.42,2,7,61.3,57.0,1142,0,1,0,0,0,0,68.2512
0.42,3,7,60.3,59.0,1142,0,1,0,0,0,0,68.543496
0.42,2,7,61.6,56.0,1142,0,1,0,0,0,0,69.80799
0.42,2,7,61.7,57.0,1142,0,1,0,0,0,0,68.05572799999999
0.42,2,7,62.2,56.0,1142,0,1,0,0,0,0,69.03252200000001
0.53,2,3,61.7,56.0,1142,0,1,0,0,0,0,88.51879600000001
0.42,3,6,62.0,58.0,1142,0,0,0,1,0,0,68.80164400000001
0.37,3,6,61.4,58.0,1142,0,0,0,0,0,0,61.35907500000001
0.42,2,6,62.4,55.0,1142,0,0,0,1,0,0,68.74608
0.43,4,6,60.7,57.0,1143,0,0,1,0,0,0,70.49032799999999
0.41,4,6,63.3,55.0,1143,0,1,0,0,0,0,66.61122000000002
0.47,3,4,61.8,58.0,1143,0,0,0,1,0,0,75.67734200000001
0.44,2,6,61.3,55.0,1143,0,0,1,0,0,0,73.400496
0.61,2,2,62.0,55.0,1143,0,0,0,0,0,1,101.24574000000001
0.54,3,5,62.6,58.0,1143,0,0,0,0,0,1,87.5394
0.56,4,3,59.5,57.0,1144,0,0,0,1,0,0,94.41684000000001
0.41,2,4,61.2,56.0,1144,1,0,0,0,0,0,70.002306
0.45,1,4,58.6,62.2,1144,0,1,0,0,0,0,74.48750000000001
0.45,1,4,57.6,62.5,1144,0,1,0,0,0,0,74.800095
0.55,4,3,59.6,57.0,1145,1,0,0,0,0,0,92.10432
0.4,1,6,63.3,57.0,1145,0,1,0,0,0,0,65.32812
0.5,1,2,57.9,62.0,1145,0,1,0,0,0,0,81.233278
0.4,2,7,61.6,56.0,1145,1,0,0,0,0,0,66.246714
0.44,2,6,60.9,56.0,1145,0,0,0,0,1,0,72.912
0.48,2,2,61.6,55.0,1145,0,0,1,0,0,0,80.77277999999998
0.37,2,7,61.6,56.0,1145,0,0,0,0,0,0,61.09402500000001
0.37,3,7,61.0,60.0,1145,0,0,0,0,0,0,60.320927999999995
0.52,4,3,61.1,57.0,1146,1,0,0,0,0,0,86.92112
0.51,1,3,64.2,56.0,1146,0,0,0,0,0,0,81.88372999999999
0.51,2,3,61.3,57.0,1146,0,1,0,0,0,0,84.89386800000001
0.52,2,3,61.8,57.0,1146,1,0,0,0,0,0,84.93438799999998
0.5,4,3,62.4,56.0,1147,0,1,0,0,0,0,82.71052800000001
0.58,4,5,59.5,62.0,1147,0,0,0,0,0,1,95.060192
0.5,1,2,64.0,56.0,1147,1,0,0,0,0,0,78.37746000000001
0.52,1,2,64.3,61.0,1147,0,0,1,0,0,0,79.928037
0.54,2,4,61.5,56.0,1147,0,0,0,0,1,0,89.026552
0.54,2,2,62.5,56.0,1147,0,0,0,1,0,0,88.65896
0.7,0,0,68.6,57.0,1147,0,0,0,0,1,0,108.170244
0.72,0,0,65.1,57.0,1147,0,0,1,0,0,0,114.454875
0.5,4,2,60.0,55.0,1148,0,0,0,1,0,0,85.12348
0.38,3,1,62.5,60.0,1148,0,0,1,0,0,0,61.818256
0.43,2,7,61.5,55.0,1148,0,1,0,0,0,0,70.76732
0.39,2,6,61.7,57.0,1148,0,1,0,0,0,0,63.703692000000004
0.51,2,3,62.1,56.0,1148,0,0,1,0,0,0,83.19833999999999
0.34,2,1,60.7,57.0,1148,0,1,0,0,0,0,55.85490000000001
0.36,3,1,62.5,60.0,1148,0,0,1,0,0,0,57.357954
0.36,3,1,61.0,59.0,1148,0,0,1,0,0,0,58.39469999999999
0.36,2,1,61.6,55.0,1148,0,0,1,0,0,0,59.153166
0.41,3,6,59.7,60.0,1148,0,0,1,0,0,0,67.699695
0.35,3,1,59.0,61.0,1148,1,0,0,0,0,0,58.52246399999999
0.61,4,2,60.8,58.0,1149,0,0,0,0,0,1,99.818082
0.55,4,2,63.6,57.0,1149,0,0,0,0,1,0,87.93676500000001
0.45,1,5,63.7,61.0,1149,0,0,0,0,0,0,69.16395200000001
0.42,2,6,61.9,56.0,1150,0,0,1,0,0,0,69.3744
0.52,2,3,61.3,56.0,1150,0,0,1,0,0,0,86.422842
0.41,1,7,59.2,63.0,1150,0,1,0,0,0,0,67.36865800000001
0.4,2,5,61.4,57.0,1150,1,0,0,0,0,0,66.29860000000001
0.57,4,2,61.1,61.0,1151,0,0,0,0,1,0,93.769866
0.41,2,4,61.3,54.0,1151,0,0,0,0,0,0,68.39280000000001
0.41,2,1,62.2,54.0,1151,0,1,0,0,0,0,67.71718800000001
0.41,4,4,62.9,57.0,1151,0,0,0,0,0,0,66.95315000000001
0.41,2,6,61.7,55.0,1151,0,0,1,0,0,0,67.402485
0.41,2,4,61.0,57.0,1151,0,0,0,0,0,0,67.50602800000001
0.41,2,4,61.8,57.0,1151,0,0,0,0,0,0,67.26
0.41,2,6,62.0,56.0,1151,0,0,1,0,0,0,68.14368
0.41,4,6,60.0,59.0,1151,0,0,1,0,0,0,67.79387999999999
0.41,4,6,60.3,60.0,1151,0,0,1,0,0,0,65.02616400000001
0.41,4,4,62.8,57.0,1151,0,0,0,0,0,0,67.094104
0.41,2,6,61.8,55.0,1151,0,0,1,0,0,0,67.12076
0.41,4,6,61.0,61.0,1151,0,0,1,0,0,0,64.7938
0.41,2,4,62.1,56.0,1151,0,0,0,0,0,0,68.00112
0.41,2,6,62.1,55.0,1151,0,0,1,0,0,0,67.205616
0.41,3,6,59.9,59.0,1151,0,0,1,0,0,0,66.630816
0.52,2,5,61.4,57.0,1151,0,0,0,0,0,1,85.924883
0.57,2,3,61.5,55.0,1151,0,0,0,1,0,0,94.98389999999999
0.43,2,1,61.9,55.0,1151,0,0,0,1,0,0,71.919186
0.52,2,3,63.0,55.0,1151,0,0,1,0,0,0,85.003264
0.52,4,3,63.1,56.0,1151,0,0,1,0,0,0,83.75091200000001
0.4,2,7,61.4,56.0,1152,0,0,0,0,0,0,66.804
0.4,3,7,58.3,59.0,1152,0,0,0,0,0,0,68.14920000000001
0.53,4,2,61.7,60.0,1152,0,0,0,1,0,0,86.19424000000001
0.48,3,2,60.4,62.0,1152,1,0,0,0,0,0,77.781405
0.52,2,5,62.3,54.0,1152,0,0,0,0,1,0,86.83532
0.52,2,5,61.8,54.0,1152,0,0,0,0,1,0,85.86240000000001
0.5,4,2,62.4,52.0,1153,0,0,1,0,0,0,84.048
0.5,4,2,62.3,58.0,1153,0,0,1,0,0,0,81.227168
0.54,2,3,60.4,59.0,1153,0,0,1,0,0,0,88.148328
0.5,2,2,62.1,57.0,1153,0,0,1,0,0,0,80.96917499999999
0.4,2,1,61.9,56.0,1153,0,0,0,1,0,0,65.6906
0.41,3,4,60.7,58.0,1153,1,0,0,0,0,0,67.55624399999999
0.41,3,4,59.8,61.0,1153,1,0,0,0,0,0,66.90671999999999
0.41,3,4,60.0,58.0,1153,1,0,0,0,0,0,67.00176
0.41,3,4,60.1,58.0,1153,1,0,0,0,0,0,67.51315999999998
0.41,3,4,59.9,58.0,1153,1,0,0,0,0,0,68.589864
0.41,2,4,61.4,57.0,1153,1,0,0,0,0,0,68.10901000000001
0.41,3,4,60.6,59.0,1153,1,0,0,0,0,0,66.3984
0.41,3,4,61.9,59.0,1153,1,0,0,0,0,0,67.77215999999999
0.29,2,3,60.6,59.0,496,0,1,0,0,0,0,49.53526099999999
0.3,0,2,63.1,58.0,496,0,1,0,0,0,0,48.81273999999999
0.28,2,7,62.2,55.0,497,0,0,0,0,1,0,46.946552
0.28,2,5,62.2,54.0,497,0,0,1,0,0,0,46.946552
0.28,2,4,62.0,55.0,497,0,0,0,1,0,0,46.768048
0.28,2,4,61.8,57.0,497,0,0,0,1,0,0,46.0824
0.37,2,2,60.5,57.0,497,0,0,0,0,0,1,60.627998000000005
0.34,0,2,64.5,57.0,497,0,0,0,0,0,1,53.852976000000005
0.3,3,2,62.5,61.0,497,0,0,1,0,0,0,48.795317999999995
0.38,2,0,62.5,57.0,497,0,1,0,0,0,0,61.818256
0.32,4,2,60.7,62.0,497,0,1,0,0,0,0,52.23856000000001
0.23,4,7,61.7,55.0,498,0,1,0,0,0,0,40.07556
0.23,4,7,63.0,58.0,498,1,0,0,0,0,0,38.40032
0.23,4,7,60.7,58.0,498,1,0,0,0,0,0,38.42863199999999
0.24,2,7,61.2,56.0,498,0,0,1,0,0,0,39.29751
0.29,2,5,62.8,55.0,498,0,0,0,1,0,0,48.33981599999999
0.23,2,5,60.9,57.0,498,0,1,0,0,0,0,38.236968000000005
0.23,2,5,61.5,55.0,498,0,1,0,0,0,0,37.91310300000001
0.23,2,5,61.9,55.0,498,0,1,0,0,0,0,38.322410000000005
0.29,2,4,61.8,57.0,498,0,0,0,1,0,0,48.585767999999995
0.31,2,2,62.1,53.0,498,0,0,0,0,1,0,51.09048
0.33,2,2,61.6,56.0,498,0,0,1,0,0,0,54.136372
0.27,1,6,61.7,61.0,498,0,1,0,0,0,0,43.11395999999999
0.25,1,6,61.4,62.0,498,1,0,0,0,0,0,40.47732
0.23,1,6,56.3,62.0,498,1,0,0,0,0,0,38.92581
0.33,4,7,62.1,56.0,499,0,0,0,0,0,1,54.53208
0.24,4,7,60.1,57.0,499,0,0,0,0,0,0,40.217788
0.26,4,5,61.4,56.0,499,0,1,0,0,0,0,42.632524
0.26,4,4,61.9,57.0,499,0,1,0,0,0,0,43.389269999999996
0.26,4,4,60.4,56.0,499,0,1,0,0,0,0,43.228224
0.41,2,4,62.1,55.0,1153,1,0,0,0,0,0,68.00112
0.41,3,4,60.8,59.0,1153,1,0,0,0,0,0,66.764712
0.41,2,4,62.0,54.0,1153,1,0,0,0,0,0,67.489184
0.41,2,4,61.7,57.0,1153,1,0,0,0,0,0,67.4016
0.41,2,4,61.9,55.0,1153,1,0,0,0,0,0,67.63007999999999
0.41,2,4,60.9,57.0,1153,1,0,0,0,0,0,66.349164
0.41,2,4,61.8,57.0,1153,1,0,0,0,0,0,67.26118000000001
0.41,3,4,61.2,58.0,1153,1,0,0,0,0,0,66.438176
0.41,3,4,62.2,57.0,1153,1,0,0,0,0,0,67.065312
0.41,2,4,61.7,55.0,1153,1,0,0,0,0,0,66.7527
0.41,2,4,62.1,56.0,1153,1,0,0,0,0,0,67.2068
0.41,2,4,62.1,55.0,1153,1,0,0,0,0,0,67.2068
0.41,2,4,61.8,55.0,1153,1,0,0,0,0,0,67.26
0.41,2,4,62.0,55.0,1153,1,0,0,0,0,0,66.69891
0.41,2,4,62.3,57.0,1153,1,0,0,0,0,0,66.925008
0.41,3,4,62.0,60.0,1153,1,0,0,0,0,0,66.83874000000002
0.41,3,4,62.3,59.0,1153,1,0,0,0,0,0,66.784704
0.41,3,4,62.0,57.0,1153,1,0,0,0,0,0,66.69891
0.41,3,4,62.8,58.0,1153,1,0,0,0,0,0,65.66464
0.41,3,4,61.8,58.0,1153,1,0,0,0,0,0,65.82977500000001
0.41,2,4,62.7,57.0,1153,1,0,0,0,0,0,66.727584
0.41,2,4,62.7,55.0,1153,1,0,0,0,0,0,66.727584
0.41,3,4,60.4,58.0,1153,1,0,0,0,0,0,66.81484
0.42,4,6,63.0,59.0,1154,0,1,0,0,0,0,68.77097499999998
0.45,4,4,60.0,57.1,1154,0,0,1,0,0,0,75.29910000000001
0.4,4,1,61.0,59.0,1154,0,0,1,0,0,0,66.20977500000001
0.54,2,3,61.1,56.0,1154,0,1,0,0,0,0,87.86304
0.5,4,3,62.4,57.0,1154,1,0,0,0,0,0,80.331615
0.54,3,3,59.6,60.0,1154,0,1,0,0,0,0,87.0408
0.5,2,3,62.5,57.0,1154,1,0,0,0,0,0,80.74684800000001
0.5,4,3,61.3,56.0,1154,1,0,0,0,0,0,81.569052
0.54,2,2,62.2,56.0,1154,0,0,0,1,0,0,88.72305
0.54,3,2,61.0,58.0,1154,0,0,0,1,0,0,88.19872000000001
0.54,2,2,61.0,56.0,1154,0,0,0,1,0,0,88.811712
0.5,2,3,61.4,57.0,1154,1,0,0,0,0,0,82.150564
0.5,4,3,61.4,58.0,1154,1,0,0,0,0,0,81.410987
0.5,4,3,61.7,58.0,1154,1,0,0,0,0,0,81.348608
0.54,1,2,63.3,57.0,1154,0,0,0,1,0,0,88.17623999999999
0.5,3,3,59.5,59.0,1154,1,0,0,0,0,0,82.48363200000001
0.38,2,6,61.5,56.0,1154,1,0,0,0,0,0,63.21312
0.38,2,6,62.3,56.0,1154,1,0,0,0,0,0,62.83951999999999
0.41,2,4,60.8,56.0,1154,1,0,0,0,0,0,68.06976
0.5,2,2,62.2,53.0,1154,0,0,0,1,0,0,82.44662799999998
0.51,2,2,59.8,57.0,1154,0,0,0,1,0,0,85.77765
0.39,2,1,61.7,55.0,1154,0,0,1,0,0,0,64.05984
0.45,1,4,58.1,61.2,1154,0,0,1,0,0,0,74.572602
0.31,2,1,60.2,57.0,1155,0,1,0,0,0,0,51.53508000000001
0.44,2,7,61.8,56.0,1155,0,0,1,0,0,0,73.58624
0.44,3,7,60.9,57.0,1155,0,0,1,0,0,0,72.08202299999999
0.44,3,7,61.3,60.0,1155,0,0,1,0,0,0,72.562672
0.44,3,4,61.9,59.0,1155,0,1,0,0,0,0,71.093792
0.44,3,4,61.2,61.0,1155,0,1,0,0,0,0,70.004088
0.44,2,4,61.5,56.0,1155,1,0,0,0,0,0,72.80616
0.5,0,4,66.5,60.0,1155,0,0,0,1,0,0,77.70912499999999
0.5,3,2,61.4,58.0,1155,1,0,0,0,0,0,82.893195
0.5,3,2,62.3,60.0,1155,1,0,0,0,0,0,83.618832
0.5,1,2,64.0,56.0,1155,1,0,0,0,0,0,79.99712
0.5,1,2,64.2,59.0,1155,1,0,0,0,0,0,80.24711099999999
0.4,3,6,60.3,58.0,1155,0,0,1,0,0,0,67.09353
0.5,3,2,62.4,58.0,1155,1,0,0,0,0,0,79.600884
0.44,2,5,60.4,56.0,1155,0,0,0,0,0,0,72.42741000000001
